timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
15600000,0.0,0.0,0.0,0.0
15800000,0.0,0.0,0.0,0.0
16000000,0.0,0.0,0.0,0.0
16200000,0.0,0.0,0.0,0.0
16400000,0.0,0.0,0.0,0.0
16600000,0.0,0.0,0.0,0.0
16796000,0.0,0.0,0.0,0.0
17000000,0.0,0.0,0.0,0.0
17200000,0.0,0.0,0.0,0.0
17396000,0.0,0.0,0.0,0.0
17600000,0.0,0.0,0.0,0.0
17800000,0.0,0.0,0.0,0.0
18000000,0.0,0.0,0.0,0.0
18200000,0.0,0.0,0.0,0.0
18400000,0.0,0.0,0.0,0.0
18600000,0.0,0.0,0.0,0.0
18800000,0.0,0.0,0.0,0.0
19000000,0.0,0.0,0.0,0.0
19200000,0.0,0.0,0.0,0.0
19400000,0.0,0.0,0.0,0.0
19600000,0.0,0.0,0.0,0.0
19800000,0.0,0.0,0.0,0.0
20000000,0.0,0.0,0.0,0.0
20200000,0.0,0.0,0.0,0.0
20400000,0.0,0.0,0.0,0.0
20600000,0.0,0.0,0.0,0.0
20800000,0.0,0.0,0.0,0.0
21000000,0.0,0.0,0.0,0.0
21200000,0.0,0.0,0.0,0.0
21400000,0.0,0.0,0.0,0.0
21600000,0.0,0.0,0.0,0.0
21800000,0.0,0.0,0.0,0.0
22000000,0.0,0.0,0.0,0.0
22200000,0.0,0.0,0.0,0.0
22400000,0.0,0.0,0.0,0.0
22600000,0.0,0.0,0.0,0.0
22796000,0.0,0.0,0.0,0.0
23000000,0.0,0.0,0.0,0.0
23200000,0.0,0.0,0.0,0.0
23400000,0.0,0.0,0.0,0.0
23600000,0.0,0.0,0.0,0.0
23800000,0.0,0.0,0.0,0.0
24000000,0.0,0.0,0.0,0.0
24200000,0.0,0.0,0.0,0.0
24400000,0.0,0.0,0.0,0.0
24600000,0.0,0.0,0.0,0.0
24796000,0.0,0.0,0.0,0.0
25000000,0.0,0.0,0.0,0.0
25200000,0.0,0.0,0.0,0.0
25400000,0.0,0.0,0.0,0.0
25600000,0.0,0.0,0.0,0.0
25800000,0.0,0.0,0.0,0.0
26000000,0.0,0.0,0.0,0.0
26200000,0.0,0.0,0.0,0.0
26400000,0.0,0.0,0.0,0.0
26600000,0.0,0.0,0.0,0.0
26800000,0.0,0.0,0.0,0.0
27000000,0.0,0.0,0.0,0.0
27200000,0.0,0.0,0.0,0.0
27400000,0.0,0.0,0.0,0.0
27600000,0.0,0.0,0.0,0.0
27800000,0.0,0.0,0.0,0.0
28000000,0.0,0.0,0.0,0.0
28200000,0.0,0.0,0.0,0.0
28400000,0.0,0.0,0.0,0.0
28600000,0.0,0.0,0.0,0.0
28800000,0.0,0.0,0.0,0.0
29000000,0.0,0.0,0.0,0.0
29200000,0.0,0.0,0.0,0.0
29400000,0.0,0.0,0.0,0.0
29600000,0.0,0.0,0.0,0.0
29800000,0.0,0.0,0.0,0.0
30000000,0.0,0.0,0.0,0.0
30200000,0.0,0.0,0.0,0.0
30400000,0.0,0.0,0.0,0.0
30600000,0.0,0.0,0.0,0.0
30796000,0.0,0.0,0.0,0.0
31000000,0.0,0.0,0.0,0.0
31196000,0.0,0.0,0.0,0.0
31400000,0.0,0.0,0.0,0.0
31600000,0.0,0.0,0.0,0.0
31800000,0.0,0.0,0.0,0.0
32000000,0.0,0.0,0.0,0.0
32200000,0.0,0.0,0.0,0.0
32400000,0.0,0.0,0.0,0.0
32600000,0.0,0.0,0.0,0.0
32800000,0.0,0.0,0.0,0.0
33000000,0.0,0.0,0.0,0.0
33200000,0.0,0.0,0.0,0.0
33400000,0.0,0.0,0.0,0.0
33600000,0.0,0.0,0.0,0.0
33800000,0.0,0.0,0.0,0.0
34000000,0.0,0.0,0.0,0.0
34200000,0.0,0.0,0.0,0.0
34400000,0.0,0.0,0.0,0.0
34600000,0.0,0.0,0.0,0.0
34800000,0.0,0.0,0.0,0.0
35000000,0.0,0.0,0.0,0.0
35200000,0.0,0.0,0.0,0.0
35400000,0.0,0.0,0.0,0.0
35600000,0.0,0.0,0.0,0.0
35800000,0.0,0.0,0.0,0.0
36000000,0.0,0.0,0.0,0.0
36200000,0.0,0.0,0.0,0.0
36400000,0.0,0.0,0.0,0.0
36600000,0.0,0.0,0.0,0.0
36796000,0.0,0.0,0.0,0.0
37000000,0.0,0.0,0.0,0.0
37200000,0.0,0.0,0.0,0.0
37400000,0.0,0.0,0.0,0.0
37600000,0.0,0.0,0.0,0.0
37800000,0.0,0.0,0.0,0.0
38000000,0.0,0.0,0.0,0.0
38200000,0.0,0.0,0.0,0.0
38400000,0.0,0.0,0.0,0.0
38600000,0.0,0.0,0.0,0.0
38800000,0.0,0.0,0.0,0.0
39000000,0.0,0.0,0.0,0.0
39200000,0.0,0.0,0.0,0.0
39396000,0.0,0.0,0.0,0.0
39600000,0.0,0.0,0.0,0.0
39800000,0.0,0.0,0.0,0.0
40000000,0.0,0.0,0.0,0.0
40200000,0.0,0.0,0.0,0.0
40400000,-0.0029558989,0.0035424961,-0.0035869859,0.0
40600000,-0.007390846,0.008939113,-0.009177951,0.0
40800000,-0.011657208,0.01428977,-0.014753172,0.0
41000000,-0.015695842,0.019295616,-0.020337688,0.0
41200000,-0.019742755,0.02420103,-0.025916094,0.0
41400000,-0.024002934,0.029233104,-0.031511664,0.0
41600000,-0.028303925,0.034168664,-0.03710222,0.0
41800000,-0.028420975,0.036076084,-0.041432653,0.0
42000000,-0.01777801,0.023461431,-0.038699027,0.0
42200000,-0.014249287,0.018376822,-0.03345024,0.0
42400000,-0.012134678,0.015796684,-0.029110478,0.0
42600000,-0.009610802,0.012555781,-0.025747415,0.0
42800000,-0.007424702,0.01045257,-0.023052318,0.0
43000000,-0.005967622,0.008819495,-0.020773726,0.0
43200000,-0.004610946,0.0074420488,-0.01879218,0.0
43400000,-0.0037424555,0.0063287206,-0.01700845,0.0
43600000,-0.0028164978,0.0055656563,-0.015378752,0.0
43800000,-0.002380178,0.004596375,-0.013915673,0.0
44000000,-0.0016815062,0.0040052943,-0.012564093,0.0
44200000,-0.0013863277,0.0034231013,-0.01159245,0.0
44400000,-0.0008379184,0.0032747022,-0.01051653,0.0
44600000,-0.00085155544,0.002783912,-0.009440417,0.0
44800000,-0.00039328236,0.0027083461,-0.008531743,0.0
45000000,-0.00048700252,0.002335725,-0.0076903123,0.0
45200000,-0.00014773784,0.0024611007,-0.0068801753,0.0
45400000,-0.00031166393,0.0020400358,-0.006211104,0.0
45600000,7.169194e-05,0.0022081777,-0.005616124,0.0
45800000,-0.00011536421,0.0019497813,-0.005104345,0.0
46000000,8.237375e-05,0.002098047,-0.004627534,0.0
46200000,3.76826e-05,0.0019477872,-0.0041848114,0.0
46400000,7.1050345e-05,0.0018859445,-0.0037847098,0.0
46600000,0.00016008582,0.002018469,-0.0034259965,0.0
46800000,3.0203373e-05,0.002059887,-0.003080524,0.0
47000000,0.00016832454,0.0021979967,-0.0028021573,0.0
47200000,0.00017035182,0.0023935863,-0.0025454187,0.0
47400000,0.0002725857,0.0024048574,-0.002293424,0.0
47600000,0.00019150866,0.002116568,-0.0020636055,0.0
47800000,0.00029079703,0.0023748297,-0.0018572287,0.0
48000000,0.00018776444,0.002314239,-0.0016960549,0.0
48200000,0.00024736536,0.0024512734,-0.0015338146,0.0
48400000,0.00010482553,0.002301964,-0.0013784346,0.0
48600000,0.00013494182,0.0023168416,-0.0012507773,0.0
48800000,0.00017147162,0.0024152142,-0.0011443733,0.0
49000000,4.554524e-05,0.0022969162,-0.0010361978,0.0
49200000,8.716353e-05,0.0023022187,-0.00092274614,0.0
49400000,-2.0363677e-05,0.0020930297,-0.0008160599,0.0
49600000,-0.00012810976,0.0021400752,-0.00072052394,0.0
49800000,-9.702757e-05,0.0022774334,-0.00065944996,0.0
50000000,-7.428944e-05,0.0021636202,-0.00059472065,0.0
50200000,-7.972159e-05,0.002177366,-0.0005299344,0.0
50400000,-0.00012387884,0.0020945242,-0.0004821763,0.0
50600000,-0.00014240238,0.0021215954,-0.00043459938,0.0
50800000,-3.5967554e-05,0.0019981873,-0.0003870704,0.0
51000000,-0.000139401,0.0021319834,-0.00035799848,0.0
51200000,-3.5802208e-05,0.0021160236,-0.00033861888,0.0
51400000,-0.00013013738,0.0020767797,-0.00029771758,0.0
51600000,-7.153571e-05,0.0020560955,-0.0002757839,0.0
51800000,-9.040277e-05,0.0020840487,-0.00024342816,0.0
52000000,-7.708322e-05,0.0019635898,-0.00021932137,0.0
52200000,8.1214075e-06,0.0020191714,-0.00020871725,0.0
52400000,-2.2374794e-05,0.0021723558,-0.0001952498,0.0
52600000,0.00010997508,0.0021659555,-0.00017603413,0.0
52800000,1.213933e-05,0.0021549533,-0.00015891797,0.0
53000000,-1.0298131e-05,0.0021688254,-0.00014232214,0.0
53200000,2.826421e-05,0.00206308,-0.00012779162,0.0
53400000,6.24926e-05,0.0021218788,-0.000103423656,0.0
53596000,0.00016411333,0.002171489,-0.00010635172,0.0
53800000,0.00011753386,0.002132429,-8.876704e-05,0.0
54000000,9.3471965e-05,0.002047179,-8.619518e-05,0.0
54200000,5.057557e-05,0.0021155302,-9.160983e-05,0.0
54400000,6.7364716e-05,0.002131038,-7.448794e-05,0.0
54600000,9.201279e-05,0.0021737146,-8.0372774e-05,0.0
54800000,0.00010156129,0.0021698303,-5.8325997e-05,0.0
55000000,-1.8134555e-05,0.0022028573,-5.9106173e-05,0.0
55200000,5.2006264e-05,0.002094815,-5.262557e-05,0.0
55400000,6.5036365e-05,0.0022105284,-6.1888895e-05,0.0
55600000,5.888353e-05,0.0022385188,-5.1915562e-05,0.0
55800000,1.7536413e-05,0.0022330347,-4.691512e-05,0.0
56000000,8.7930646e-05,0.0021132978,-2.7179383e-05,0.0
56200000,1.8207898e-05,0.0022030699,-2.5685797e-05,0.0
56400000,2.424424e-05,0.002113404,-1.7012062e-05,0.0
56600000,-4.1419324e-05,0.0022031914,-2.3405879e-05,0.0
56800000,-3.8665374e-05,0.0022023069,-2.3653545e-05,0.0
57000000,-6.849708e-05,0.0021689783,-2.900159e-05,0.0
57200000,-1.1331877e-05,0.0022183373,-2.6299402e-05,0.0
57400000,-9.5685e-06,0.002205632,-2.2899565e-05,0.0
57596000,-8.808831e-05,0.0020981666,-9.3635645e-06,0.0
57800000,5.3933104e-06,0.0021092377,-1.8430599e-05,0.0
58000000,7.553813e-05,0.0022078971,-1.1237786e-05,0.0
58200000,2.280299e-05,0.0021147502,-1.5475332e-05,0.0
58400000,2.8484444e-06,0.0020984637,-3.289236e-05,0.0
58600000,-2.1864067e-05,0.0020244957,-3.910777e-05,0.0
58800000,-6.505815e-05,0.0020378458,-3.313877e-05,0.0
59000000,-0.00011344695,0.0021224224,-6.3666157e-06,0.0
59200000,-3.6860336e-05,0.0021198066,-5.168593e-06,0.0
59400000,-3.3321383e-05,0.0021502825,1.3212334e-05,0.0
59600000,-6.6777095e-05,0.002104405,1.5815314e-05,0.0
59800000,-3.6069763e-05,0.002113742,7.1307977e-06,0.0
60000000,1.6975038e-05,0.0021232713,-6.614765e-06,0.0
60200000,-4.3126574e-06,0.002084094,-1.0686432e-05,0.0
60400000,-2.4235342e-05,0.0022118553,-4.107679e-06,0.0
60600000,6.1378114e-06,0.0021701138,4.2522896e-07,0.0
60800000,-5.2443254e-05,0.0020751965,4.5982347e-09,0.0
61000000,5.441058e-05,0.0021432156,-1.7551589e-05,0.0
61200000,0.00015399022,0.0021676444,-1.3098514e-05,0.0
61400000,9.562772e-05,0.0021502892,-7.1480895e-07,0.0
61600000,7.181254e-06,0.0021662659,6.087057e-06,0.0
61800000,0.00010252433,0.0021783998,1.3209501e-07,0.0
62000000,-4.2667238e-05,0.0021576562,-4.4228896e-06,0.0
62196000,0.00013681779,0.0021207675,-6.687576e-06,0.0
62400000,5.9323484e-05,0.002197229,-1.7903141e-05,0.0
62600000,0.00013740826,0.0021304975,-2.3608969e-05,0.0
62800000,0.00013613784,0.0022189452,-1.1575755e-05,0.0
63000000,0.00015123369,0.0021458277,2.150309e-07,0.0
63200000,1.8918165e-05,0.0021434275,-1.546779e-06,0.0
63400000,0.00011204564,0.0021604467,-3.5983264e-06,0.0
63600000,-2.8954288e-05,0.002168837,-6.4554583e-06,0.0
63800000,0.00013003955,0.0021696321,-1.8938155e-06,0.0
64000000,6.0568218e-05,0.0022140217,-1.9612678e-05,0.0
64200000,0.00013262966,0.0021645785,-1.6342847e-05,0.0
64400000,4.5513e-05,0.0021968486,-1.9993631e-05,0.0
64600000,0.0001578282,0.0021929306,-1.2958896e-05,0.0
64800000,-3.1750147e-05,0.0022092138,-7.999877e-06,0.0
65000000,8.6567044e-05,0.0021245396,-3.9999845e-06,0.0
65200000,-2.4652541e-05,0.0021801172,-6.465466e-06,0.0
65400000,8.674504e-05,0.0021692093,-1.3433621e-05,0.0
65600000,-7.711502e-05,0.0022055213,-1.6246686e-05,0.0
65800000,8.01553e-05,0.0021569822,-7.897504e-06,0.0
66000000,-1.481877e-05,0.0021665671,-7.705878e-06,0.0
66200000,-4.330369e-06,0.0021941087,5.708427e-06,0.0
66400000,-0.00021901664,0.0022170786,1.6455342e-06,0.0
66600000,-1.6826452e-05,0.0021199216,-1.08711465e-05,0.0
66800000,-0.00012930618,0.0022544155,-8.195012e-06,0.0
67000000,2.46221e-05,0.0021577035,-1.2418366e-05,0.0
67200000,-4.4507877e-05,0.0022081274,-1.5643594e-05,0.0
67400000,9.587743e-05,0.0021637059,-4.2580837e-06,0.0
67600000,-3.2014806e-05,0.0021507433,9.158176e-06,0.0
67800000,0.00013322957,0.0021622726,-1.0373775e-05,0.0
68000000,2.0845098e-05,0.0021543005,-3.9022125e-06,0.0
68200000,2.224544e-05,0.0021654142,-9.222166e-06,0.0
68400000,-3.2671032e-05,0.0021701665,-2.1303384e-05,0.0
68600000,5.8021367e-05,0.00217235,-2.090237e-06,0.0
68800000,-0.00010333323,0.002073882,-1.2030427e-05,0.0
69000000,3.3505235e-05,0.002182942,-1.6365757e-05,0.0
69200000,-8.9289984e-05,0.0021335348,-3.6828205e-06,0.0
69400000,-1.4511707e-05,0.0022889983,-1.3293947e-05,0.0
69600000,-2.045461e-05,0.002222405,-1.7635397e-05,0.0
69800000,-7.0008737e-06,0.0022576195,-1.584166e-05,0.0
70000000,-9.693531e-05,0.0023133748,-1.9699964e-05,0.0
70200000,1.1302003e-05,0.0023061635,-9.259208e-07,0.0
70400000,-4.3762157e-05,0.0021768485,-1.4123884e-05,0.0
70600000,-3.0585543e-05,0.002209422,-2.2773269e-05,0.0
70800000,-2.5744148e-05,0.0020903014,-1.7253762e-05,0.0
71000000,-2.2542103e-05,0.0022177962,-3.6050628e-06,0.0
71200000,-7.823337e-05,0.002145172,1.383817e-05,0.0
71400000,-0.00013955923,0.002180185,1.6792648e-05,0.0
71596000,1.0167267e-05,0.0021272993,1.4367041e-05,0.0
71800000,-0.00012745209,0.0021718612,-9.500182e-06,0.0
72000000,-0.00013070901,0.0021694438,-1.0974092e-06,0.0
72196000,-0.00014122982,0.0021636225,8.645834e-06,0.0
72400000,-2.8462851e-05,0.0020757152,1.3389291e-06,0.0
72600000,-0.00010720918,0.0021586623,8.908922e-07,0.0
72800000,-0.000119200304,0.0021033713,9.013251e-06,0.0
73000000,-1.1156384e-05,0.002154471,2.7001802e-06,0.0
73200000,2.7904189e-05,0.002136033,7.695696e-06,0.0
73400000,-1.3952368e-05,0.002114029,9.394664e-07,0.0
73600000,9.422848e-05,0.002115734,5.6942977e-06,0.0
73800000,-1.6704076e-05,0.0021774294,2.62554e-05,0.0
74000000,2.34963e-05,0.0020585707,2.1041478e-05,0.0
74200000,-1.4792685e-05,0.002070007,1.2699612e-05,0.0
74400000,7.588743e-05,0.0021165537,1.6377468e-05,0.0
74596000,-2.4394572e-05,0.0020822706,1.0835083e-05,0.0
74800000,0.00012738914,0.002104538,2.7057522e-06,0.0
75000000,9.743564e-05,0.0021861447,8.15471e-06,0.0
75200000,0.00012853248,0.002122612,1.2882381e-05,0.0
75400000,2.6634605e-05,0.0021622244,1.8684954e-05,0.0
75600000,-2.5085808e-05,0.0021536418,1.0542761e-05,0.0
75800000,3.1310825e-05,0.0021673096,9.8609635e-06,0.0
75996000,4.6797057e-05,0.0020803066,9.745495e-06,0.0
76200000,-4.6828267e-05,0.0021226006,3.799934e-06,0.0
76400000,-1.8597171e-06,0.002080759,-5.7809893e-07,0.0
76600000,7.038215e-05,0.0020992076,7.812662e-06,0.0
76800000,8.774363e-06,0.002126664,-8.373653e-06,0.0
77000000,-4.830278e-05,0.0021656249,-7.1543677e-06,0.0
77200000,-2.9795905e-05,0.0021551743,2.0682478e-06,0.0
77400000,-5.3095515e-05,0.0020864147,9.665228e-06,0.0
77600000,-3.3397682e-05,0.0021511777,9.084604e-06,0.0
77800000,-8.375913e-05,0.0021552106,1.1341766e-05,0.0
78000000,-9.37539e-05,0.002179194,1.1455736e-05,0.0
78200000,-0.00016383907,0.0021267722,1.40788525e-05,0.0
78400000,-3.3967488e-05,0.0022460832,1.725244e-05,0.0
78600000,-0.00014497724,0.0021707737,-3.1333163e-06,0.0
78800000,-3.132365e-05,0.0021586518,2.9729285e-06,0.0
79000000,-0.00019152052,0.002174393,1.4809516e-06,0.0
79200000,-8.5905835e-05,0.0021637473,1.1229096e-06,0.0
79400000,-0.00019358244,0.0021731518,-1.2263412e-05,0.0
79600000,-8.3917046e-05,0.0020883933,-1.0857182e-05,0.0
79800000,-0.00015685453,0.002158965,-2.600466e-06,0.0
80000000,-0.00012996362,0.002197563,-2.797934e-06,0.0
80200000,-0.00021333496,0.0022761778,9.698839e-06,0.0
80400000,5.0476407e-05,0.0023017123,9.106052e-06,0.0
80600000,-8.838427e-05,0.002249878,2.8292673e-06,0.0
80800000,1.2556044e-05,0.0021828013,1.22876045e-05,0.0
81000000,-0.00014604026,0.0022219608,8.245062e-06,0.0
81200000,5.2475687e-05,0.0021830895,1.8868097e-05,0.0
81400000,-4.2850625e-05,0.0022284987,2.2070384e-05,0.0
81600000,2.6959782e-05,0.0022399267,3.7389623e-07,0.0
81800000,-6.2124476e-05,0.0022001644,7.1495185e-07,0.0
82000000,-2.2679822e-05,0.0022476139,-5.229229e-06,0.0
82200000,1.8084458e-05,0.002185932,-1.1733767e-05,0.0
82400000,2.8164703e-05,0.0021531568,-3.1029047e-06,0.0
82600000,1.4963723e-05,0.0021416517,2.7267422e-06,0.0
82800000,0.00019886739,0.002159882,1.5773361e-06,0.0
83000000,0.00012791788,0.0021409444,4.5662523e-06,0.0
83200000,8.7262604e-05,0.0021364242,1.5334437e-05,0.0
83400000,0.00010369893,0.0021701676,2.4525672e-05,0.0
83600000,0.0001769693,0.0021441083,5.137143e-06,0.0
83800000,0.00011306466,0.0021905752,-7.953136e-08,0.0
84000000,7.2125535e-05,0.0021822667,1.11585005e-05,0.0
84200000,0.00011034029,0.0021798676,2.8544428e-06,0.0
84400000,0.00017954085,0.0021339364,-3.5695377e-06,0.0
84600000,0.00011509382,0.0021593147,8.059038e-06,0.0
84800000,1.8917322e-05,0.0021943322,7.0800834e-06,0.0
85000000,8.4621795e-05,0.0021841088,8.414539e-06,0.0
85200000,5.401169e-05,0.0022202947,8.056422e-06,0.0
85400000,8.784495e-05,0.0022076352,1.2090803e-05,0.0
85600000,3.3187658e-05,0.0021855496,1.78914e-05,0.0
85800000,0.00010547236,0.0021698934,3.4360608e-06,0.0
86000000,5.768203e-05,0.0022154565,7.4223703e-07,0.0
86196000,-2.9300338e-05,0.0021927303,7.335509e-06,0.0
86400000,7.7687895e-05,0.0021618875,1.6545424e-05,0.0
86600000,2.7196564e-05,0.0021168864,1.0932431e-05,0.0
86796000,0.00011517654,0.002199734,3.5146022e-06,0.0
87000000,-5.4828783e-05,0.0022473685,-4.5830348e-06,0.0
87200000,4.3617743e-05,0.0021236516,-4.9747905e-06,0.0
87400000,-6.3824655e-06,0.002121717,-2.3654792e-07,0.0
87600000,-8.130318e-06,0.0021640642,1.3349894e-05,0.0
87800000,-2.9752578e-05,0.0021124796,1.7111293e-05,0.0
88000000,7.200239e-05,0.0021342037,7.795035e-06,0.0
88200000,-2.3285507e-05,0.002098301,6.750335e-06,0.0
88400000,1.878364e-05,0.0021653946,1.0056555e-05,0.0
88600000,-8.994543e-06,0.0022745295,2.3572304e-06,0.0
88800000,4.6485584e-06,0.002192013,1.719849e-05,0.0
89000000,-5.321671e-05,0.0020725862,9.635727e-06,0.0
89200000,-8.491191e-05,0.0022216297,9.174015e-07,0.0
89400000,2.3169117e-05,0.002184752,-1.1645875e-05,0.0
89596000,-0.000108604465,0.0020920318,-8.107163e-06,0.0
89800000,-4.7740206e-05,0.0021331473,7.5753273e-06,0.0
90000000,-7.181118e-05,0.0021896246,3.6444542e-06,0.0
90200000,-0.000109602195,0.0021402056,1.4633569e-05,0.0
90400000,1.6724725e-05,0.00215994,2.9965619e-05,0.0
90600000,-5.3586075e-05,0.0021404552,2.4555085e-05,0.0
90800000,-2.4049974e-05,0.0022155878,1.9360246e-05,0.0
91000000,4.4629436e-05,0.0021838986,1.6833703e-05,0.0
91200000,2.334157e-05,0.0021546981,6.2815984e-06,0.0
91400000,-0.00012277167,0.002214022,1.9369249e-05,0.0
91600000,4.0270923e-05,0.0022092103,2.3827866e-05,0.0
91800000,-8.5121384e-05,0.0021841356,2.0187745e-05,0.0
92000000,0.00012168929,0.002204424,2.6308593e-05,0.0
92200000,-0.000102360886,0.0021140617,2.0218156e-05,0.0
92400000,8.291161e-05,0.002168315,1.561285e-05,0.0
92600000,3.3999804e-05,0.0022031334,1.4995867e-05,0.0
92800000,9.585278e-05,0.0021594623,1.7907096e-05,0.0
93000000,4.338125e-05,0.0021477216,3.4178695e-06,0.0
93200000,-4.7465877e-05,0.0021569924,5.1367524e-06,0.0
93400000,0.00013568113,0.0022062794,8.193872e-06,0.0
93600000,-3.1860209e-06,0.0021748089,4.9512664e-06,0.0
93800000,0.00013409246,0.002089491,1.3164199e-05,0.0
94000000,-7.8151425e-05,0.0021092985,1.406046e-05,0.0
94200000,0.00012844344,0.0021107506,5.5672e-06,0.0
94400000,1.4334558e-05,0.0021312295,1.12831e-05,0.0
94600000,2.7497666e-05,0.002159366,2.4663789e-06,0.0
94800000,0.00023728529,0.002116722,-1.9030725e-06,0.0
95000000,-4.0028142e-05,0.0020847798,-3.5815806e-06,0.0
95200000,-4.8114352e-06,0.0021619592,-3.6724052e-06,0.0
95400000,0.00023921947,0.0021346388,-1.9470344e-06,0.0
95600000,4.0508836e-05,0.0021983401,-1.2035974e-07,0.0
95800000,3.5953948e-05,0.0021420568,5.504102e-07,0.0
95996000,0.00021191814,0.0020567742,-1.3592877e-05,0.0
96200000,-5.1383286e-05,0.002071367,-1.6159803e-06,0.0
96400000,0.000108144144,0.002118917,2.6952563e-07,0.0
96600000,-8.2852624e-05,0.0022174984,-1.1368714e-05,0.0
96800000,2.181666e-05,0.0021291894,-1.1211354e-05,0.0
97000000,-6.650743e-05,0.0020923829,-9.105007e-06,0.0
97200000,-6.675324e-05,0.0021297198,1.6216189e-05,0.0
97400000,1.5892925e-05,0.0022028852,6.527669e-06,0.0
97600000,-0.0002751558,0.002206919,-2.309905e-06,0.0
97800000,-0.00018012543,0.0020645892,7.5055186e-07,0.0
98000000,-0.00014037665,0.0021601825,-8.852706e-08,0.0
98200000,-0.00018959625,0.0021555547,1.2865433e-05,0.0
98400000,-0.000188357,0.002052357,2.663506e-05,0.0
98600000,-0.0002568488,0.002099131,2.5163667e-05,0.0
98800000,-0.00017855367,0.0022506854,9.126663e-06,0.0
99000000,-0.00025963836,0.0021866746,7.205348e-06,0.0
99200000,-4.2348038e-05,0.0021074475,-1.15739485e-05,0.0
99400000,-0.0030648275,0.0047925757,-2.4415009e-05,0.0
99600000,0.00023710632,0.0018567664,-1.5499849e-05,0.0
99800000,0.00017261265,0.0017073487,-1.8466699e-05,0.0
100000000,-0.0002976128,0.002244751,-1.2954453e-05,0.0
100200000,-0.0004152681,0.0023754276,-1.0773411e-05,0.0
100400000,-0.000571095,0.0024864248,-9.674333e-06,0.0
100600000,-0.0006922142,0.0026985568,-8.997731e-06,0.0
100800000,-0.00088216877,0.002836497,-3.6138772e-06,0.0
101000000,-0.001003555,0.0029806176,-1.1272687e-05,0.0
101200000,-0.0011566416,0.0031212734,2.056809e-06,0.0
101400000,-0.0013117162,0.0032423462,5.7461893e-06,0.0
101600000,-0.001409343,0.0033593494,3.5171406e-06,0.0
101800000,-0.0015621731,0.0034490442,4.3797854e-06,0.0
